Date,Product_ID,Product_Name,Price,Month,Sales,Stock_Level
2025-06-03,PRD-001,Wireless Headphones,50,6,51,217
2025-06-03,PRD-002,Smart Watch X,120,6,18,196
2025-06-03,PRD-003,Bluetooth Speaker,35,6,33,54
2025-06-04,PRD-001,Wireless Headphones,50,6,54,174
2025-06-04,PRD-002,Smart Watch X,120,6,27,67
2025-06-04,PRD-003,Bluetooth Speaker,35,6,55,101
2025-06-05,PRD-001,Wireless Headphones,50,6,20,65
2025-06-05,PRD-002,Smart Watch X,120,6,48,135
2025-06-05,PRD-003,Bluetooth Speaker,35,6,49,181
2025-06-06,PRD-001,Wireless Headphones,50,6,68,29
2025-06-06,PRD-002,Smart Watch X,120,6,64,296
2025-06-06,PRD-003,Bluetooth Speaker,35,6,58,283
2025-06-07,PRD-001,Wireless Headphones,50,6,50,183
2025-06-07,PRD-002,Smart Watch X,120,6,45,127
2025-06-07,PRD-003,Bluetooth Speaker,35,6,48,140
2025-06-08,PRD-001,Wireless Headphones,50,6,50,182
2025-06-08,PRD-002,Smart Watch X,120,6,26,47
2025-06-08,PRD-003,Bluetooth Speaker,35,6,47,213
2025-06-09,PRD-001,Wireless Headphones,50,6,52,137
2025-06-09,PRD-002,Smart Watch X,120,6,45,173
2025-06-09,PRD-003,Bluetooth Speaker,35,6,53,260
2025-06-10,PRD-001,Wireless Headphones,50,6,41,59
2025-06-10,PRD-002,Smart Watch X,120,6,42,26
2025-06-10,PRD-003,Bluetooth Speaker,35,6,31,14
2025-06-11,PRD-001,Wireless Headphones,50,6,26,134
2025-06-11,PRD-002,Smart Watch X,120,6,30,112
2025-06-11,PRD-003,Bluetooth Speaker,35,6,24,190
2025-06-12,PRD-001,Wireless Headphones,50,6,16,91
2025-06-12,PRD-002,Smart Watch X,120,6,19,238
2025-06-12,PRD-003,Bluetooth Speaker,35,6,58,130
2025-06-13,PRD-001,Wireless Headphones,50,6,41,98
2025-06-13,PRD-002,Smart Watch X,120,6,50,78
2025-06-13,PRD-003,Bluetooth Speaker,35,6,66,261
2025-06-14,PRD-001,Wireless Headphones,50,6,38,17
2025-06-14,PRD-002,Smart Watch X,120,6,67,188
2025-06-14,PRD-003,Bluetooth Speaker,35,6,44,114
2025-06-15,PRD-001,Wireless Headphones,50,6,33,120
2025-06-15,PRD-002,Smart Watch X,120,6,24,285
2025-06-15,PRD-003,Bluetooth Speaker,35,6,17,273
2025-06-16,PRD-001,Wireless Headphones,50,6,36,36
2025-06-16,PRD-002,Smart Watch X,120,6,16,254
2025-06-16,PRD-003,Bluetooth Speaker,35,6,38,226
2025-06-17,PRD-001,Wireless Headphones,50,6,34,143
2025-06-17,PRD-002,Smart Watch X,120,6,50,101
2025-06-17,PRD-003,Bluetooth Speaker,35,6,34,242
2025-06-18,PRD-001,Wireless Headphones,50,6,50,165
2025-06-18,PRD-002,Smart Watch X,120,6,59,241
2025-06-18,PRD-003,Bluetooth Speaker,35,6,51,298
2025-06-19,PRD-001,Wireless Headphones,50,6,17,222
2025-06-19,PRD-002,Smart Watch X,120,6,49,191
2025-06-19,PRD-003,Bluetooth Speaker,35,6,15,197
2025-06-20,PRD-001,Wireless Headphones,50,6,46,204
2025-06-20,PRD-002,Smart Watch X,120,6,73,11
2025-06-20,PRD-003,Bluetooth Speaker,35,6,53,237
2025-06-21,PRD-001,Wireless Headphones,50,6,36,244
2025-06-21,PRD-002,Smart Watch X,120,6,50,284
2025-06-21,PRD-003,Bluetooth Speaker,35,6,64,261
2025-06-22,PRD-001,Wireless Headphones,50,6,24,40
2025-06-22,PRD-002,Smart Watch X,120,6,51,95
2025-06-22,PRD-003,Bluetooth Speaker,35,6,18,246
2025-06-23,PRD-001,Wireless Headphones,50,6,49,288
2025-06-23,PRD-002,Smart Watch X,120,6,48,104
2025-06-23,PRD-003,Bluetooth Speaker,35,6,42,120
2025-06-24,PRD-001,Wireless Headphones,50,6,51,285
2025-06-24,PRD-002,Smart Watch X,120,6,59,228
2025-06-24,PRD-003,Bluetooth Speaker,35,6,29,255
2025-06-25,PRD-001,Wireless Headphones,50,6,51,227
2025-06-25,PRD-002,Smart Watch X,120,6,55,89
2025-06-25,PRD-003,Bluetooth Speaker,35,6,50,253
2025-06-26,PRD-001,Wireless Headphones,50,6,26,15
2025-06-26,PRD-002,Smart Watch X,120,6,21,14
2025-06-26,PRD-003,Bluetooth Speaker,35,6,53,112
2025-06-27,PRD-001,Wireless Headphones,50,6,58,65
2025-06-27,PRD-002,Smart Watch X,120,6,31,191
2025-06-27,PRD-003,Bluetooth Speaker,35,6,79,128
2025-06-28,PRD-001,Wireless Headphones,50,6,48,234
2025-06-28,PRD-002,Smart Watch X,120,6,55,167
2025-06-28,PRD-003,Bluetooth Speaker,35,6,62,90
2025-06-29,PRD-001,Wireless Headphones,50,6,21,65
2025-06-29,PRD-002,Smart Watch X,120,6,24,196
2025-06-29,PRD-003,Bluetooth Speaker,35,6,29,190
